text,label
지금 자살하면 N번방 가해자로 오해받아,0
어린 게 하고 다니는 꼬라지 보니 크면 딱 화류계 삘이다,0
오! 대박 ㅋㅋ 그런데 언니 뭔가 잘 어울려요 ㅋㅋ,0
그러다가 사회생활 시작도 전에 망하는 꼴 많이 봤다,0
알고 있네,0
왜?? 완전 전통 연기파셔 저분 연기 진짜 잘하시고 발음도 최고,0
보니까 진상인 것 같은데?,0
틀딱들이 빨리 뒤져야 저런 쓰레기들이 안 나오지,0
집에서 키보드만 뚝딱거리는 애들은 손가락도 뚱뚱할 것 같아,0
댓글 봤는데 입에 담을 수도 없는 말이 많더라.,0
미드 나잇 인 파리 기억나?,0
야 너는 사람을 너무 얼굴로 평가하는 정신머리없는 버릇이 있어,0
특히 달고나랑 무궁화꽃이 피었습니다가 그래,0
제주도에 그런 가족 많던데 버스 빌려서 다니는 대가족 ㅋㅋ,0
제주도 바다 드론으로 쫙 보여주는데 진짜 푸르다...,0
원래 엄마의 집안일 기준은 우리가 아무리 해 봐야 만족하시진 않는 수준일 거야,0
그런 분들은 나중에 진짜 복 받으실거야.,0
오오오 가을바람 선선하니 하하,0
뭐? 야! 너 진짜 혼나 볼래? 너네 어머니가 체벌까지 허락하셨어. 빨리 읽어.,0
그리고 애스크에서 저런 워딩 쓰는 아이돌이 있었다고? 이름을 말해봐,0
이리저리 팔딱거려도 결국 원상복귀 하는 게 너 아냐?,0
학교폭력이 갈수록 심해지고 있는 것 같아.,0
사장님 오늘 요리가 좀 남았는데 어떡할까요?,0
구독해라 근데 너 누구 좋아하는데,0
ㅋㅋ 저 이런 장르 좋아해서 ㅋㅋ,0
당신은 걱정 말고 기다리고 있어. 내가 가서 직접 데리고 올 거니까..,0
"야, 나도 진짜 빡쳐",0
무슬림 정권들보다 박정희가 백 번 낫다.,0
인턴은 아직 안 해봤어,0
동생 보니까 오히려 피부결이 좋아졌던데?,0
평생 한 번 도전일 수도 있는 메달 앞두고도 야스 못 참는 게 운동충들이니까,0
알려줬잖아. 아닌척하다니 염치도 없군.,0
얼른 나오기나 해.,0
아 진짜? 그런 건 한번도 못 봤어,0
저 여자는 중국에서 온 듯.,0
브런치 호빠? 남편 출근시키고 아침에 가는 거야?,0
메갈 워마드 하면서 본 가장 슬픈 글이노 비연애비혼비출산 힘주자이기야노,0
뭐래..너가 만나온 애들이랑 나는 다른애들이야,0
좋은 날이 올거야 열심히 살자,0
우리 교수 3주째 그냥 ppt로 때우는 데 뭐임?,0
페미들은 일단 뚱돼지임.,0
게임에 현질하는 ㅅㄲ들은 진짜 이해가 안되네ㅋㅋ,0
내 성격을 바꿔야하나...,0
그렇긴 하겠지? 그건 좀 안쓰럽다,0
그게 뭔 차이야 불편충이네,0
그러게 말이에요 거의 다 됐길래 성공할 줄 알았더니 쉽지않네요,0
솔로곡이 확실히 본인을 더 잘 표현하는거 같아,0
내가 이런식으로 일처리하라고 너를 뽑아놓은 줄 알아?,0
진짜 왜 중국으로 안 가는 거야,0
나는 많은 영화를 보진 않았지만 마동석은 진짜 그럴 거 같아서 무섭더라.,0
여기 대부분이 다 그런 사람들인듯,0
"나도, 그 글에 넘어갈 능지면 그냥 자연사하는 게 낫겠던데?ㅋㅋㅋ",0
거지들이 지 돈 아니라고 평소에 못 먹는 거 사 먹나 보네,0
티비조선에서 국민가수 라는 프로그램하네 ㅋ,0
조중동 출신 낙엽이 포함 떨거지들이 프락치였네.,0
드라이기 바람에 상하는 걸거야,0
맞아요. 아닌건 아니라고 봐!!,0
그건 아님 ㅋㅋ 성형 필요해,0
새로운 도전을 하시다니 대단하시다,0
"여보, 손님들이 얼마나 웃었는지 당신 정말 몰라서 그러세요?",0
깐깐징어도 있지않았어?,0
그러게 말이야 진짜 충격이다,0
돈이 없으면 수준에 맞게 싼 걸 사 먹어야지.,0
이제와서 박근혜 수사 내가 안했어요 이소리.,0
원룸은 도둑도 그렇고 뒤에 누가 따라올까봐 무섭잖아ㅠㅠ,0
우리나라는 대선에 뽑을 사람이 없냐,0
그럼 엄청 아파?,0
아 부서 신입이 같은 실수를 계속 해,0
누나나 건너,0
이 ㅅㄲ 완전 고자네 ㅋㅋㅋ,0
여캠이 얼마나 위로가 되는데.,0
스스로 개돼지라고 칭하는 노예 근성 봐라ㅋㅋㅋ,0
너같은 불신자들이 뒤진 뒤에 지옥불에 튀겨질 거 생각하면 남는 장사네,0
ㅋㅋ 요즘은 화목해,0
그런데 나보다 더 크게 소리 지르면서 말하더라?,0
또 전라도출신이냐 카앜퉤,0
뭐라는거야 너도 찔려?,0
맞아 풀도 있으니까 수영하면 돼서 하하,0
남자가 저지른 건데 왜 여자한테 욕함?,0
비스트 정도면 잘나갔지 ㅜㅜ 지금은 이름 바꿧지만,0
내 얼굴이 그렇게 역겹냐?,0
왜 또 무슨일 인데,0
당신 어디 갔다 왔어?,0
그때 얘긴 왜해? 혹시 나 들으라고 그래? 어이없네,0
응 내가 듣기론 그런 거 같은데 잼민이보다도 못한 놈...,0
이게 왜 이상한거야 재밌는데,0
"다만 ""피고인이 범행 일체를 시인하고 잘못을 반성하는 점",0
그래 얼른 회복되었으면 좋겠어.,0
약속 있을 땐 맑은 날씨가 제일 좋지 하하,0
세계사에서 안 좋은 일은 다 영국이 했는데 말이야,0
아무래도 그런 곳른 여러 번 해봤으니까 좀 더 잘하겠지 숙식 같은 것도 그렇고,0
"결국 전두환발언, 부적절 했다고 비판을 수용한다나 머래나 헐",0
군필 남자 맞는데 군번이라도 읊을까 ㅋㅋ 루저가 발끈하노,0
아니 난 당연히 못하지...,0
너 비듬 오지게 떨어진다 머리 안감았냐 냄새나네,0
필기는 따로 안 따는 거야?!,0
그래서 미세먼지가 날아오는가보다,0
이따가 할 거야.,0
무슨 말씀이세요?,0
그거 진짜 좋은 생각이다.,0
키만 크면 뭐하냐?,0
그건 민족의 문제가 아니라 개인 문제 아니야?,0
나 게임 못하잖아!,0
즐길땐 하앍거려놓고 지 뱃속 애를 찢어죽이는 소시오패스 살인마 꼴페미들,0
나도 ㅋㅋㅋ 근데 저렇게 꿋꿋하게 방송에 나오는 걸 보면 보통 철면피는 아닌 듯 ㅋㅋㅋ,0
요리 못하는 여자랑 결혼하면 혼자 사는 것보다 못해,0
대구에 이슬람사원 짓나봐 대구시에서 승인한 듯,0
야 다음 시험 있으니까 의기소침해 하지마.,0
니들인생이나 똑바로 살아~남인생관여 말고..,0
나 내일부터 다이어트 할거야,0
"야, 기술직도 결국 공부해야 될 수 있는 거야",0
변호사님은 일방적으로 형 말만 들으신 거잖아요. 전 이 상황이 납득이 안 가요. 제가 언니 말을 직접 들어봐야 할 것 같아요.,0
이런 기사 뜨면 또 순수 왜구랑 토착 왜구들은 발광하겠지?,0
넌 이미 나쁜 아빠야.,0
아무짝에 도움도 안 되는 그딴거 왜 키우는거지?,0
요즘 정치인들 하는 꼴 보면 웃음만 나온다,0
어 너도? 나도 넷마블 테트!,0
저 인간은 생각하는게 약간 병맛이다.,0
와 대박이다 강남에 오픈 한 거면 장사 잘 되겠는데?,0
어느 단체든 고문은 이름만 달아놓고 아무 일도 없는 직책이다,0
아니 하긴 생각해보면 젓가락질 잘하는 사람이 이상형인 사람들도 있긴 있더라,0
"무능한 샛기, 현실부정이 살길이면 그렇게 해라.",0
맨날 남 헐뜯고 막말을 밥먹듯이 하는 인간이지,0
몰라 듣도보도못한 펭귄 꽁치 통조림 ㅜㅜ/다신 안산다.../유명한걸로 사야겠어,0
그리스에서 큰 것들이랑 재미나게 놀아라.,0
"나가자, 일단 나가서 얘기해.",0
그러게 꼴에 제모도 하고 경기 나온 거 같은데,0
아 좀 화려하거나 큰 지점 말이야? 강남이나 뭐 이런 곳?,0
지금 페미문제도 정말 암담하지만 자한당이 최소 10년은 바닥을 지켜주겠네요. 진짜 눈앞이 캄캄..,0
어릴 때야 부모 잘못이 맞지,0
근데 집에만 있으면 좀 우울해 ㅋㅋ 그럴 때 산책 추천,0
갑자기...이게 무슨 일이야. 자식이 이런 말썽 피울 놈은 아닌데.... 나가자. 괜히 저녁만 못먹었네.,0
난 오빠가 안 마신대서 그렇게 믿고 있었는데…,0
캬 여자들 엉덩이 내밀고 있는 거 보면 당장이라도 달려가서 박아주고 싶다.,0
걔가? 대박 그럼 걔 오늘 입은 명품 옷 다 짝퉁이네,0
짱퀴벌레 자식들은 언제까지 알 까고 다닐 생각이지?,0
ㅋㅋ저런 사람을 보고 개저씨라고 하는 건가?,0
노트북도 잘 터지는지 시험해봐야지,0
그런 발언은 좀 별로인 것 같아,0
그래，백수의 왕이지.,0
재활용할 수 있는 무언가를 이용해야지 그니깐,0
앞으로 노력하자 잘생겨지게,0
그럼 말로해 기분 ㅈ같게 꼬라보고 난리야,0
단백질...이런거 많이 먹어야겠다,0
시간되면 양궁이나,0
요즘 군대 꿀인데 왜 탈영함?,0
맞다 너 알바 시작했다며 어때? 할만해?,0
너 최근에 나온 춤 대결하는 프로그램 알아?,0
집밥이 맛이 없으니까 그렇지,0
이제 색종이 인형 만들어볼게.,0
나 혹시 궁금한 거 하나만 물어봐도 돼?,0
헐 어쩌다가 ㅜㅜ 차에 치인 거야?,0
"지는 여자애들이 문제라 생각하지만, 실제로는 지가 문제지.",0
가장 좋아하는 계절이 뭐야?,0
올~ 무슨 날이었어? 아님 단순 선물?,0
알라딘 봤어?,0
뭐....뭐하는 거야 너!,0
음 나는 근데 굳이 그렇게까진 아니고 가끔씩 해주는 것도 나쁘지 않은 거 같아!,0
어림도 없지 아무도 집을 못 사게 만들어버렸죠?,0
그게 가지고 싶은 거야?,0
지금 이게 상식있는 인간이 할 짓이냐?,0
나도 안 볼 듯.,0
옮든 안 옮든 가까이 있는 것 자체가 역겨우니까 걍 가까이 오지 마,0
빨리 집에 안 들어오면 너네 집 개 죽여버린다,0
중국 2등 시민이지 ㅋㅋㅋㅋ,0
그 B1A4 있잖아 몰라?,0
좀만 벗고 인방해도 떼돈 벌잖아,0
지하철에서 묻은거다,0
넌 좀 잠부터 줄여야 되지않을까?,0
비율 똥같은 너가 얘보고 그런말 할 처지는 아니지ㅋㅋ,0
대신할 사람은 얼마든지 있다는거지,0
9일 토요일에 예매 하려니까 연휴라 다 나갔더라고…,0
"에그머니나 그러네! 그럼 이게 900만원이야? 아니 웬일이냐 퇴직금이 월급 몇배야? 어매, 그걸 왜 가져가~!",0
내가 좋아하는 인플루언서가 효소 파는데 이거 한번 사볼까?,0
가족들과 스킨쉽은 편하게 해?,0
시간 떼우러 온 걸 수도 있지,0
깔깔이라고 알아?,0
입이 있으면 무슨 말이라도 해,0
미용도 돈들어,0
노인네라 너가 그렇게 하기도 전에 이미 돌아가시지 않을까?,0
됐고 삼천원 나왔으니까 돈 줘,0
저 사람 완전 고양이 상이다.,0
돈이 너무 많이 나와서 틀면 안돼.,0
그것도 못 견디면 그게 남자냐? 가랑이 사이에 달린 거 떼라,0
누가 봐도 발정난 짐승이네.,0
성매매 합법화 진짜 시급하다.,0
아무래도 인구가 인구다 보니 중국이 영향력이 크기는 하지,0
"칼 들고 올라가서 정신 나간 사람인척 협박해, 효과 만점일듯.",0
그럼 내가 들어가보고 알려줄게,0
그냥 들려서 들은거지. 갈거냐? 그 파티?,0
별로? 그냥 그런데,0
니 얼굴보니까 밥맛이 떨어진다 야,0
걔는 어떤 정류장에서 탄 거에요?,0
"과장님, 죄송한데요. 제가 두 시에 다른 회의가 있습니다. 네 시에 하면 안 될까요?",0
위에서 허리 돌릴때 예술이겠노 ㅋㅋ,0
니 배때기 먼저 걷어차 줄까?,0
응 제대하고 얼마 안 돼서 한 번 꿨어.,0
왜요? 학교에 문제가 있데요?,0
그러고보니 예전에 그런 소문이 있긴 했지,0
네 것도 있어?,0
와 진짜 너무 이쁘다,0
저 기업은 진짜 망해야 정신차리지,0
영화 볼 돈도 없다는거야?,0
오 그거 11월 개봉이지?,0
돈이라도 지들이 다 내던가 ㅋㅋㅋ,0
우리 올해에는 스키에 도전해보는 건 어때?,0
너무 문란하게 난교파티 벌려서 병 옮기고 이런 걸 반대하는 거지,0
X세대 정도가 온건한 개인주의자들이었다면 MZ세대들은 그냥 역겨운 이기주의자야,0
군인인데 그렇게라도 해줘야하지 않냐?,0
오랜만에 클럽 다녀옴.,0
하여튼 갈수록 책 안읽고 유튜브만 보다 보니까 애들 지능이 이렇게 퇴화하나 보다,0
진짜 바쁘고 힘든데 꼭 지하철에서 자리가지고 난리네,0
신고하면 뭐하냐?대가리가 빨갱이새낀데...,0
스터디하면 상금 줘?,0
쪽국 애들은 좀 밟혀줘야 제맛,0
당연하지 서귀포에 김밥집 있거든 거긴 무조건 가야해!,0
하긴 한 번 넘어지면 우리야 좋지.,0
에이 설마 자기 주제도 모르고 그럴까?,0
머리 짧으면 다 페미라고 생각하는 니는 뇌에 물 찼냐?,0
그러게 네티즌들이 아들 신상 분명 탈탈 털텐데 아들 인생까지 폐수처리장에 쳐박아놨네,0
뻥 좀 치지 마라 재미없다,0
팥이랑 찹쌀 많이 든 풀빵이 최고야.,0
대통령이 문제라서 그래,0
재밌겠다 ㅋㅋ 토욜 저녁 외출이 제일 신나,0
실수로 형 안경을 부러뜨렸어,0
저런 인간들을 코로나 악화돼서 싹 다 죽어버려라,0
요즘 남자들 사이에서 소소하게 수염 기르는 게 유행중인 거 아니?,0
응. 나 완전 엄마랑 똑같이 생겼다?,0
가수면 꼭 노래를 다 알아야 되냐?,0
너 누구였더라? ㅋㅋㅋ,0
야 일을 이렇게 하면 어떡하냐 멍청한놈아,0
그러니까 그래픽도 안좋은데 픽셀성애자가 아닌가 싶어,0
방구석 여혐러들이나 페미에 원한 가지는 거지,0
ㄹㅇ 군필인데 철수 찬성하는 얘들 뭐지?,0
군인연금 개혁하면 또 쿠데타 일으키껄,0
일어나 임마.,0
아무리 그래도 한동안은 한국이 살긴 좋지,0
아 진짜 이게 또 개념없이 정떨어지는 짓 하네 빡치게,0
조금만 기다려. 매일이라도 사달라면 사줄게.,0
이건 내가 살게.,0
지 할 일을 안해,0
퇴물아재 결혼 얘기말고 우리 방탄 오라버니들 미국 프로그램 스케쥴 잡혔던데.. 그거나 기사내주세요 기자님~!,0
뚱녀가 꿈도 야무지네,0
설거지는 잘 하잖아.,0
감히 쌉선비 국가 헬조선에서 태어나서 야동을 보려고 해? ㅋㅋㅋ,0
너무 비싸면 먹지 말고 싸질 때까지 기다리면 되지,0
어 메이플이 단순하고 재밌어. 키우는 재미가 있달까,0
저걸 보니 더러워서 당분간 카페 안 가려고 ㅋㅋ,0
뭐래 누가봐도 똑같은건데 합리화하지마 모지리같이,0
그런 데 많잖아?,0
조상이 외국인이여도 뼈대있는 집안은 사실이잖아.,0
"아, 아버지…",0
쪼끄매도 한남은 한남인가보다,0
동네 사람에게 창피해서 이사가셔야 겠네 ㅋㅋ,0
저희 애도 그 정도는 그려요,0
사채 광고 찍어 놓고 정의로운 변호사 이딴 거 연기하면 너무 경멸스럽지,0
너는 어깨가 없어서 남자답지 못하고 찌질해보여.,0
그런 회사가 내 회사라는게 정말 놀랍다,0
음 어떤 돈 말하는거야?,0
ㅋㅋ 스팸싸게사고싶다/너무비싸,0
아 요새 식욕이 없어,0
월급 오죽할까 그 스트레스로 애들 샌드백으로 삼나봄,0
노트북 가성비 좋은거 추천해줄 사람 있나요?,0
전쟁을 일으킬 정도의 권력이 있었으면 진작 그 많은 돈과 시간으로도 안된다고 징징거리는 너부터 사형장에 보냈을 거라는 생각은 안 드냐,0
뭔가 말투랑 행동이 이상하긴 하더라,0
맞아 약간 그런거 ㅋㅋ 가물가물하다,0
또 진중권 발언 기사냐...,0
방송에 나온다고 너무 오바하셨네.,0
웅웅 ㅠㅠ 그걸 왜 안 먹었어! 먹었어야지 ㅠㅠ,0
그러게요... 제가 왜 그랬을까요?,0
원래 초가을까지는 덥고 매년 11월도 추웠졌다. 뭔 당연한 소리를 하고 자빠졌어. ㅋㅋㅋ,0
어제 여친이랑 처음으로 잠자리 가졌는데 진짜 1분만에..쌈..,0
넌 끈기없는 형편없는 놈이야.,0
웅웅! 그리구 물 묻히면서 또 문질문질하구 닦으면 돼 하하,0
임신한 사람이 술집 드나드는 거 너무 싸구려 여자처럼 보여,0
뺀질대고 얍삽하게 살면서 자리 지키는 사람 바보 만드는 거 정말 이기적이다.,0
골벵이 데리고 나가서 앞뒤로 오지게 박아줬지,0
메갈 파오후들 씨받이가 필요한거냐?,0
너 남동생 되게 잘 생겼더라,0
돈 많고 늙은 남자들은 그냥 돈 쓰면서 사는 게 답이야,0
입시미술로 너무 스트레스를 많이 받아서.,0
너 진짜 정없다,0
지금 시비거는겨?,0
얘 뭐래?,0
나도,0
일단해봐라 허락 못받으면 탈영,0
현지인들 맛집이랑 내장탕집이랑 다른곳이여가지고,0
눈 삐었나 항거 불능 상태라고 하잖아,0
왜 바람피다 걸림? ㅋㅋㅋ,0
요새 대표님 때문에 스트레스 받아.,0
요즘 좋은 노래 뭐 있냐?,0
촌냔 이냐?ㅋㅋ,0
왜 양아치같이 구는거야 중2들,0
가디건 걸쳐라 ㅋㅋ 춥다,0
여성혐오없는 세상에서 살 순 없을까?,0
글쎄 뭐 어쩌려고?,0
너 그 발언은 잘못된 거 아니야?,0
잘하면 감염자 최고기록하겠는데?,0
니껀 헐렁하냐 물어보면 좋겠냐?,0
맞아.. 대체 왜 남들한테 피해를 주는지 모르겠어 ..,0
동생아! 세상에 여자는 많다~,0
아프간 시위 보니까 진짜 멋있다.,0
아줌마들 지하철 타자 마자 그 자리 달려드는 거 보면 지건 마렵더라 진짜,0
아니 30분은 넘게 걸었잖아.,0
그러는 너는 네 와꾸 생각 안 하냐?,0
블랙핑크가 3인 그룹 되는 그날까지 존버한다,0
요즘 서울에 집 마련하려면 중위소득이 한 푼도 안 쓰고 26년 일해야 한대.,0
응응 잘 알아보고 다녀 다닐 수 있으면!,0
어느 나라 사람이든 음식만 맛있게 하면 상관없지않음 ..?,0
살이 아주 살벌하네~,0
다들 알려줘서 고마워.,0
진짜 탈조선 해버려야지 서러워서,0
저사람은 국회에서 제명해야 돼,0
미국 계란은 한 판에 3990원 하네 개꿀.,0
그 친구 통근 하려면 상당히 멀겠다.,0
나는 당당하게 자기 얘기를 하는 사람이 좋아.,0
나 첫 남친 생겼는데 보통 더치페이 하는게 맞나?,0
오 ㅋㅋ 잘하나보다,0
무슨 소리를 하는 거야. 넌 바보이긴 하지만 쓸모 없는 건 아니야.,0
그냥 평소에도 버거킹 지나가면 행사하는 종이? 붙어있더라,0
요즘 많이 하는 게임있어?,0
식사 없는 결혼식은 어떤데?,0
이마에 점 튀어나온 거 역겨워.,0
자식.... 너...이 결혼 정말 하고 싶은 거냐?,0
그거 실패한거잖아?,0
일하는데 괜히 방해하는 거 아닌가. 그냥 가죠 어머니.,0
역겨운 놈 반성의 기미도 없더라,0
윙크는 진짜 오바였다,0
골 정말 잘 넣더라.,0
앉아서 일하는 건 내 적성에 맞지 않아 ㅜㅜ,0
뭣같은 나라에서 못 살겠어 화나서 ㅋㅋ하,0
생각없는 벌레ㅅㄲ들 다 차에 치여 죽었으면 좋겠네 ㅋㅋ,0
이 봐. 결국 음탕한 생각 가지고 온게 맞구나,0
나는 코수술을 해보고 싶어.,0
식단 조절할 거야?,0
이곳은 술과 대화를 좋아하는 사람이 모이는 아주 건전한 바입니다. 다른 업소들과 동일시 하지 마세요.,0
다들 비켜주잖아.,0
식당은 반지하고 줄서서 먹는 뷔페라 무슨 급식인 줄,0
축구 볼 줄도 모르는 ㅅㄲ가 뭐래는거야 ㅋㅋ,0
내가 봐도 좀 위태로워보이긴 하네,0
엄청 젊으시네요?,0
아무리 생각해도 전라도는 대한민국에서 사라져야 해,0
그냥 공부하다가 스트레스풀러 가자는 거지!,0
단체생활도 잘 할 수 있으련지~ 선생님께 전화올까봐 ㄷㄷ... ㅋㅋ,0
"그러니까, 배달하는 애들 수준이 그렇지 뭐…쯧쯧.",0
그런 병크 저질러 놓고 마지막 가는 길까지도 진짜 환장이다.,0
내가 좋아하는 차들이 많았어,0
아 2차 진짜 맞기 싫다,0
그냥 댓글이나 쓰라구,0
우리 과 퀸카였던 애가 남친한테 맞아서 병원에 실려갔다며,0
과제는 다 끝냈어? 이번주까지 끝내야 하는거 많다며,0
불법주차충이 문제 아냐?,0
물은 개뿔..이리 안줘 빨리?,0
응 ㅋㅋ 그런데 우리 집에 장기판으로 집에서 아빠하고 우리 형제들하고 하고 그랬잖아.,0
차로로 다니는 자전거들 어케 할 방법없냐?,0
꼰대는 아프면 죽어야지.,0
윽 나는 양 비린내 너무 극혐한다,0
운동하는 애들 무식해가지고 밥먹고 후배들 줘 패는 거 말고 하는 게 있냐,0
피부과 갈 시간에 수업 준비해야 하는 거 아냐? 이래서 겉만 치장하는 한녀들은 안돼.,0
그런 막노동자들은 학창시절에 공부도 안 하고 인생을 막 사니까 그런 일을 하는 거지.,0
야 ... 말랑배 뭐야? 나 못참겠어 나 그냥 한번 따먹고 감빵 갈게,0
10월 초에 맞았어~/잔여백신으로 원래보다 좀 빠르게 맞았어!/넌 2차 언제 맞아?,0
몇살까지 힘들까,0
개념 없게 생긴게 언니랑 완전 딴판이네,0
돈되니까 서비스하는거지 미개한 개돼지들,0
응 지금은 남자친구 잠옷으로 쓰고있어,0
대굴통가 텅텅 빈거지,0
그만 화 풀어. 그럴 수도 있지. 뭘. 옹졸해,0
1인실인데 틀니마냥 딱딱거리노 씹알려니,0
아침에 일어나는게 너무 힘들어,0
그건 처음 알았어.,0
아니 쟤네 맨날 인스타 하고 맨날 싸돌아댕기는데 공부할 시간이 있나 싶어서 ㅋㅋㅋ,0
홍보가 좀 지나치다했더니;; 역시 망삘... 연기 젤 잘하는 추자현 특별출연으로 1회에서 죽음 ㅋㅋㅋ,0
이빨만 까면 다행인데 뒤에서 호박씨도 까니까 문제지.,0
알려져 봤자 너도 나도 해서 타격 하나도 없을 것 같아.,0
행사 하시면 안 돼요.,0
내말이 저런 것들은 인생이 아까워,0
개못해서 노래 연습하러 간다 왜,0
역시 여자가 사업하면 망한다니깐,0
쓸데없는 소리하지 말고 교실로 돌아가.,0
그런 비슷한 종류로 더 파이팅이라는 만화도 괜찮겠다,0
유가족들에게 할말은 없으신가요?,0
ㅋㅋㅋ쳐 먹기만 하고 운동 안 하는 돼지 육수충이네,0
그러게요 돈은 안 내고 뻔뻔하고 어이없는 인간들이예요,0
"남자들은 진짜 짐승같다고 느끼는게, 대부분 사랑해서 결혼하는게 아니라 그거 하려고 결혼하는 것 같어",0
노처녀와 탈모남의 공통점은 관리해도 이미 늦었다는 거다,0
네가 그러니까 남자친구들한테 돈 뜯기고 그런 거 아니야.,0
진짜 신체조건이 잘 타고난 게 아닐까?,0
총 쏘는 자세 그대로 돌아가셨나보다..,0
그치 나 깜짝 놀랐다,0
요즘은 자연도 이상해.,0
너 리클라이너 있는 영화관 가본 적 있어?,0
약간 스릴있게 하려구 ㅋㅋ,0
뭘 그렇게 잘 안다고 잘난 척이야?,0
이리 저리 벌려놓은 회사 일 마무리할려면 돈이 좀 필요했어요.,0
맞아 관리만 잘해주면...! 플라스틱은 가벼워서 엎어도 안다쳐가지고 좋은거 같아,0
ㅇㅇ 부모가 많이 무식한듯?,0
21일 잔금일이야 하하/아마 이번 달 말일에 들어갈거 같아!,0
뭔가 문제가 있으니까 연애 못하는 거 아냐?,0
어제는 내가 인사했는데 무시하고 그냥 가더라,0
으 틀딱 쉰내 상상만 해도 극혐,0
딸배들 못배운거 티내죠 ㅋㅋㅋ,0
조용하질 않잖아. 누구 덕분에.,0
맞아 ㅋㅋ 그거 보안 좋다고ㅠ하더라,0
어쩐지 내가 모르는 거였어 ㅋㅋ,0
넌 평생 그럴 일 없을테니 포기해,0
왕내숭이면 어떻냐. 어쨌든 이루고 싶은 거 이루잖아.,0
그냥 그런 멍청한 코인충들은 어버버하는 게 나을 텐데.,0
나도 지금 방치우고 있는데 끝이없네.,0
노는 것도 돈이 있어야 노는데 이런 정책이 말이 돼?,0
그 지역 깜방 갔다온 사람 천지 아님?,0
그때 어떻게든 집을 샀어야 하는데...,0
진짜 닭머리 달고 있는 사람하고 대화할려니 내가 닭머리가 되려고 하네.,0
여기 음식점 시켜먹어봤어? 진짜 별로다,0
여자 없는 공사장에서 막노동이나 할 것이지,0
야 저기 저 여자 좀 봐.,0
내 말 잘 들어! 자넬 죽이기로 한 놈이랑 연락이 안 돼. 지금 당장 거길 떠. 어서!,0
연예인이라고 다 무식한 건 아니지 않아?,0
다리 떨면 복 나가는 것도 모르나;;,0
결혼하고 너무 변한거 알아?,0
물론 다 그런건 아니겠지만 게임하는 인간들의 종특이랄까? 그런거같아,0
나도 그래서 그런지 조금 게임을 하고 나면 머리가 아프더라고,0
걱정은 좀 했나보네.,0
한두번한 욕이 아니던데 .... 인영아 .... 많이 값싸보이더라,0
참견 말라구? 누구 간섭을 그렇게 싫어하는 놈이 이런 일을 만들어?,0
요샌 허벅지 튼실한 애들이 꼴리더라.,0
릴나스 임신 분장하고 화보 찍었네,0
그럼 돈 많이 버는 직업이 아니라 직종 내에서 상위 1% 직업이라고 말해야지.,0
"정식 해외 순방을 연예인 붙잡고 가고, ㅆㅂ 국격 살살 녹는다.",0
"와, 잘먹겠습니다.",0
왜 무슨 일이야? 그 아가씨랑 다투기라도 했어?,0
그러게. 전두환을 옹호하다니.,0
정부가 유튜브에 삭제 요청한 건수 우리나라가 1위임,0
그래? 결혼 앞두고 있어서 그런가? 나도 별수 없네?,0
주로 어떤 지역에 보내고 계십니까?,0
"치. 그만해, 오버야.",0
당신이 잠든사이에 드라마 보는중이야 재밌어,0
날씨예보에서 내일 비온대,0
저런 민폐국이 이웃이라니.. 한국은 외교 떨거지냐,0
대표도 실제로 저러면 개도른놈 소리 듣지,0
지하철역에서 어떤 여자가 넘어졌길래 부축해줬더니 오히려 화를 내더라.,0
소추한남이 나대는 거지,0
아 진짜 개꼴보기 싫다 왜저러냐 짜증나게,0
반일하는 피싸개들의 지능과 상식수준이 그렇지 ㅋㅋ,0
나도 너랑 만나서 더러웠고 두번 다시 마주치지 않고 싶다.,0
그래서 가끔 가방 큰 거 맨 사람들 너무 싫더라,0
그러게 글에서 피 냄새가 솔솔 나네,0
맞아 ㅋㅋ 제비뽑기로 했는데,0
아 꼴페미는 싹다 죽었으면,0
잘 뜯어 지지도 않는데 그걸 다 뜯었어?,0
옛날에는 진짜 사고 파는 노예가 있었던 걸까?,0
범죄자를 먼저 쳐 죽였으면 좋겠어요,0
역시 보적보는 사이언스다,0
헐 뭐 빌렸어,0
헬창보다는 명품녀가 더 낫지 않냐. 헬창은 토나와,0
그래 알겠다~,0
그래서 아이돌 콘서트장 가면 파오후랑 오크들밖에 없잖냐 ㅋㅋ,0
나는 살면서 저런 욕은 처음 들어봤다.,0
이건 설명 안해도 상상할 수 있겠지? 진짜 그런 놈들이 있긴 하더라.,0
거지라서 유학 못 간 애들이나 토익하는 거 같음,0
아니야 조금만 하면 해결할 수 있어,0
나 무조건 여자,0
다행이다 그래도 집주인이 가까이 있어서~,0
그거 담배빵 죤나게 지져주면 해결됨 ㅋㅋ 하 역시 잦이들은 말을 쥰나 안들어 뵹신들 왜 그러냐,0
"넌 또 어딜 나가, 이 시간에?",0
어디나 예외는 있으니까,0
이번 프로그램도 생태 체험과 마찬가지로 2박 3일 일정인데 괜찮겠나?,0
음...그러면 더 막히지 않을까?,0
그룹 무한 확장 체계라더니 여친도 무한 확장이냐?,0
오래 걸리시네 그만큼 깔끔하게 잘 자르시는 거 같어!,0
알겠어 축구 경기 할 때 보자 안녕 ㅋㅋ,0
그게 중국사람들이랑 무슨상관이야?,0
야 저기 앉아있는 여자봐,0
